id,item_id,dept_id,cat_id,store_id,state_id,d,sales_units,date,wm_yr_wk,weekday,month,year,event_name_1,event_type_1,snap_CA,snap_TX,snap_WI,sell_price
HOBBIES_1_233_CA_3_validation,HOBBIES_1_233,HOBBIES_1,HOBBIES,CA_3,CA,d_1654,8,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.7
HOBBIES_1_370_CA_1_validation,HOBBIES_1_370,HOBBIES_1,HOBBIES,CA_1,CA,d_1654,5,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.48
HOUSEHOLD_1_118_CA_3_validation,HOUSEHOLD_1_118,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,29,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.97
HOUSEHOLD_1_459_CA_3_validation,HOUSEHOLD_1_459,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,23,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.98
HOUSEHOLD_1_334_CA_3_validation,HOUSEHOLD_1_334,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,13,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.98
HOUSEHOLD_1_303_CA_3_validation,HOUSEHOLD_1_303,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,34,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.97
HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,36,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.97
HOUSEHOLD_1_459_WI_2_validation,HOUSEHOLD_1_459,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_1654,30,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.98
HOUSEHOLD_1_465_CA_3_validation,HOUSEHOLD_1_465,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,46,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.98
HOUSEHOLD_1_351_CA_3_validation,HOUSEHOLD_1_351,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,7,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.98
HOUSEHOLD_1_019_CA_3_validation,HOUSEHOLD_1_019,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,19,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.98
HOUSEHOLD_1_110_WI_2_validation,HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_1654,18,2015-08-09,11528,Sunday,8,2015,,,1,1,1,3.84
HOUSEHOLD_1_277_CA_3_validation,HOUSEHOLD_1_277,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,37,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.98
HOUSEHOLD_1_339_CA_3_validation,HOUSEHOLD_1_339,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,27,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.98
HOUSEHOLD_1_110_CA_3_validation,HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,32,2015-08-09,11528,Sunday,8,2015,,,1,1,1,3.84
HOUSEHOLD_1_334_WI_2_validation,HOUSEHOLD_1_334,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_1654,24,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.98
HOUSEHOLD_1_535_CA_3_validation,HOUSEHOLD_1_535,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,11,2015-08-09,11528,Sunday,8,2015,,,1,1,1,6.97
HOUSEHOLD_1_447_CA_3_validation,HOUSEHOLD_1_447,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1654,27,2015-08-09,11528,Sunday,8,2015,,,1,1,1,0.98
FOODS_3_090_CA_3_validation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_1654,158,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.48
FOODS_3_586_TX_2_validation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_1654,152,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.68
FOODS_3_586_TX_3_validation,FOODS_3_586,FOODS_3,FOODS,TX_3,TX,d_1654,128,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.68
FOODS_3_586_CA_3_validation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_1654,114,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.68
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_1654,62,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.48
FOODS_3_090_WI_3_validation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_1654,90,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.38
FOODS_3_090_TX_2_validation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_1654,93,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.48
FOODS_3_090_TX_3_validation,FOODS_3_090,FOODS_3,FOODS,TX_3,TX,d_1654,95,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.48
FOODS_3_252_TX_2_validation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_1654,123,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.58
FOODS_3_586_TX_1_validation,FOODS_3_586,FOODS_3,FOODS,TX_1,TX,d_1654,110,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.68
FOODS_3_226_WI_3_validation,FOODS_3_226,FOODS_3,FOODS,WI_3,WI,d_1654,54,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.68
FOODS_3_555_TX_2_validation,FOODS_3_555,FOODS_3,FOODS,TX_2,TX,d_1654,45,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.68
FOODS_3_090_TX_1_validation,FOODS_3_090,FOODS_3,FOODS,TX_1,TX,d_1654,65,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.48
FOODS_3_120_CA_3_validation,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,d_1654,168,2015-08-09,11528,Sunday,8,2015,,,1,1,1,4.98
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_1654,90,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.68
FOODS_3_252_TX_3_validation,FOODS_3_252,FOODS_3,FOODS,TX_3,TX,d_1654,150,2015-08-09,11528,Sunday,8,2015,,,1,1,1,1.58
HOBBIES_1_234_CA_3_validation,HOBBIES_1_234,HOBBIES_1,HOBBIES,CA_3,CA,d_1655,22,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.3
HOBBIES_1_348_CA_1_validation,HOBBIES_1_348,HOBBIES_1,HOBBIES,CA_1,CA,d_1655,5,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.48
HOBBIES_1_371_CA_1_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,CA_1,CA,d_1655,5,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.48
HOBBIES_1_254_CA_3_validation,HOBBIES_1_254,HOBBIES_1,HOBBIES,CA_3,CA,d_1655,3,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.7
HOBBIES_1_371_CA_3_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,CA_3,CA,d_1655,1,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.48
HOBBIES_1_348_CA_3_validation,HOBBIES_1_348,HOBBIES_1,HOBBIES,CA_3,CA,d_1655,6,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.48
HOBBIES_1_268_CA_1_validation,HOBBIES_1_268,HOBBIES_1,HOBBIES,CA_1,CA,d_1655,1,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.48
HOBBIES_1_341_CA_3_validation,HOBBIES_1_341,HOBBIES_1,HOBBIES,CA_3,CA,d_1655,13,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.48
HOBBIES_1_015_CA_3_validation,HOBBIES_1_015,HOBBIES_1,HOBBIES,CA_3,CA,d_1655,13,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.7
HOBBIES_1_268_CA_3_validation,HOBBIES_1_268,HOBBIES_1,HOBBIES,CA_3,CA,d_1655,3,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.48
HOBBIES_1_008_CA_3_validation,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_3,CA,d_1655,5,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.48
HOBBIES_1_178_CA_1_validation,HOBBIES_1_178,HOBBIES_1,HOBBIES,CA_1,CA,d_1655,14,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.48
HOBBIES_1_256_CA_1_validation,HOBBIES_1_256,HOBBIES_1,HOBBIES,CA_1,CA,d_1655,1,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.48
HOBBIES_1_254_CA_1_validation,HOBBIES_1_254,HOBBIES_1,HOBBIES,CA_1,CA,d_1655,0,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.7
HOBBIES_1_233_CA_3_validation,HOBBIES_1_233,HOBBIES_1,HOBBIES,CA_3,CA,d_1655,17,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.7
HOBBIES_1_370_CA_1_validation,HOBBIES_1_370,HOBBIES_1,HOBBIES,CA_1,CA,d_1655,0,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.48
HOUSEHOLD_1_118_CA_3_validation,HOUSEHOLD_1_118,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,30,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.97
HOUSEHOLD_1_459_CA_3_validation,HOUSEHOLD_1_459,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,16,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.98
HOUSEHOLD_1_334_CA_3_validation,HOUSEHOLD_1_334,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,28,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.98
HOUSEHOLD_1_303_CA_3_validation,HOUSEHOLD_1_303,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,33,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.97
HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,17,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.97
HOUSEHOLD_1_459_WI_2_validation,HOUSEHOLD_1_459,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_1655,22,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.98
HOUSEHOLD_1_465_CA_3_validation,HOUSEHOLD_1_465,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,43,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.98
HOUSEHOLD_1_351_CA_3_validation,HOUSEHOLD_1_351,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,16,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.98
HOUSEHOLD_1_019_CA_3_validation,HOUSEHOLD_1_019,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,42,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.98
HOUSEHOLD_1_110_WI_2_validation,HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_1655,13,2015-08-10,11528,Monday,8,2015,,,1,0,0,3.84
HOUSEHOLD_1_277_CA_3_validation,HOUSEHOLD_1_277,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,10,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.98
HOUSEHOLD_1_339_CA_3_validation,HOUSEHOLD_1_339,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,24,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.98
HOUSEHOLD_1_110_CA_3_validation,HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,27,2015-08-10,11528,Monday,8,2015,,,1,0,0,3.84
HOUSEHOLD_1_334_WI_2_validation,HOUSEHOLD_1_334,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_1655,17,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.98
HOUSEHOLD_1_535_CA_3_validation,HOUSEHOLD_1_535,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,21,2015-08-10,11528,Monday,8,2015,,,1,0,0,6.97
HOUSEHOLD_1_447_CA_3_validation,HOUSEHOLD_1_447,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1655,15,2015-08-10,11528,Monday,8,2015,,,1,0,0,0.98
FOODS_3_090_CA_3_validation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_1655,52,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.48
FOODS_3_586_TX_2_validation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_1655,99,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.68
FOODS_3_586_TX_3_validation,FOODS_3_586,FOODS_3,FOODS,TX_3,TX,d_1655,111,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.68
FOODS_3_586_CA_3_validation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_1655,107,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.68
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_1655,56,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.48
FOODS_3_090_WI_3_validation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_1655,38,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.38
FOODS_3_090_TX_2_validation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_1655,47,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.48
FOODS_3_090_TX_3_validation,FOODS_3_090,FOODS_3,FOODS,TX_3,TX,d_1655,76,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.48
FOODS_3_252_TX_2_validation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_1655,67,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.58
FOODS_3_586_TX_1_validation,FOODS_3_586,FOODS_3,FOODS,TX_1,TX,d_1655,49,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.68
FOODS_3_226_WI_3_validation,FOODS_3_226,FOODS_3,FOODS,WI_3,WI,d_1655,32,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.68
FOODS_3_555_TX_2_validation,FOODS_3_555,FOODS_3,FOODS,TX_2,TX,d_1655,48,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.68
FOODS_3_090_TX_1_validation,FOODS_3_090,FOODS_3,FOODS,TX_1,TX,d_1655,52,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.48
FOODS_3_120_CA_3_validation,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,d_1655,142,2015-08-10,11528,Monday,8,2015,,,1,0,0,4.98
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_1655,59,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.68
FOODS_3_252_TX_3_validation,FOODS_3_252,FOODS_3,FOODS,TX_3,TX,d_1655,60,2015-08-10,11528,Monday,8,2015,,,1,0,0,1.58
HOBBIES_1_234_CA_3_validation,HOBBIES_1_234,HOBBIES_1,HOBBIES,CA_3,CA,d_1656,0,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.3
HOBBIES_1_348_CA_1_validation,HOBBIES_1_348,HOBBIES_1,HOBBIES,CA_1,CA,d_1656,39,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.48
HOBBIES_1_371_CA_1_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,CA_1,CA,d_1656,15,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.48
HOBBIES_1_254_CA_3_validation,HOBBIES_1_254,HOBBIES_1,HOBBIES,CA_3,CA,d_1656,8,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.7
HOBBIES_1_371_CA_3_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,CA_3,CA,d_1656,26,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.48
HOBBIES_1_348_CA_3_validation,HOBBIES_1_348,HOBBIES_1,HOBBIES,CA_3,CA,d_1656,0,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.48
HOBBIES_1_268_CA_1_validation,HOBBIES_1_268,HOBBIES_1,HOBBIES,CA_1,CA,d_1656,1,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.48
HOBBIES_1_341_CA_3_validation,HOBBIES_1_341,HOBBIES_1,HOBBIES,CA_3,CA,d_1656,1,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.48
HOBBIES_1_015_CA_3_validation,HOBBIES_1_015,HOBBIES_1,HOBBIES,CA_3,CA,d_1656,6,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.7
HOBBIES_1_268_CA_3_validation,HOBBIES_1_268,HOBBIES_1,HOBBIES,CA_3,CA,d_1656,16,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.48
HOBBIES_1_008_CA_3_validation,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_3,CA,d_1656,10,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.48
HOBBIES_1_178_CA_1_validation,HOBBIES_1_178,HOBBIES_1,HOBBIES,CA_1,CA,d_1656,29,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.48
HOBBIES_1_256_CA_1_validation,HOBBIES_1_256,HOBBIES_1,HOBBIES,CA_1,CA,d_1656,3,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.48
HOBBIES_1_254_CA_1_validation,HOBBIES_1_254,HOBBIES_1,HOBBIES,CA_1,CA,d_1656,0,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.7
HOBBIES_1_233_CA_3_validation,HOBBIES_1_233,HOBBIES_1,HOBBIES,CA_3,CA,d_1656,4,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.7
HOBBIES_1_370_CA_1_validation,HOBBIES_1_370,HOBBIES_1,HOBBIES,CA_1,CA,d_1656,4,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.48
HOUSEHOLD_1_118_CA_3_validation,HOUSEHOLD_1_118,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,31,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.97
HOUSEHOLD_1_459_CA_3_validation,HOUSEHOLD_1_459,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,26,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.98
HOUSEHOLD_1_334_CA_3_validation,HOUSEHOLD_1_334,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,30,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.98
HOUSEHOLD_1_303_CA_3_validation,HOUSEHOLD_1_303,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,21,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.97
HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,16,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.97
HOUSEHOLD_1_459_WI_2_validation,HOUSEHOLD_1_459,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_1656,10,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.98
HOUSEHOLD_1_465_CA_3_validation,HOUSEHOLD_1_465,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,44,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.98
HOUSEHOLD_1_351_CA_3_validation,HOUSEHOLD_1_351,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,19,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.98
HOUSEHOLD_1_019_CA_3_validation,HOUSEHOLD_1_019,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,28,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.98
HOUSEHOLD_1_110_WI_2_validation,HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_1656,16,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,3.84
HOUSEHOLD_1_277_CA_3_validation,HOUSEHOLD_1_277,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,15,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.98
HOUSEHOLD_1_339_CA_3_validation,HOUSEHOLD_1_339,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,29,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.98
HOUSEHOLD_1_110_CA_3_validation,HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,22,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,3.84
HOUSEHOLD_1_334_WI_2_validation,HOUSEHOLD_1_334,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_1656,9,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.98
HOUSEHOLD_1_535_CA_3_validation,HOUSEHOLD_1_535,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,5,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,6.97
HOUSEHOLD_1_447_CA_3_validation,HOUSEHOLD_1_447,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1656,14,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,0.98
FOODS_3_090_CA_3_validation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_1656,68,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.48
FOODS_3_586_TX_2_validation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_1656,103,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.68
FOODS_3_586_TX_3_validation,FOODS_3_586,FOODS_3,FOODS,TX_3,TX,d_1656,62,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.68
FOODS_3_586_CA_3_validation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_1656,66,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.68
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_1656,60,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.48
FOODS_3_090_WI_3_validation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_1656,70,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.38
FOODS_3_090_TX_2_validation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_1656,39,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.48
FOODS_3_090_TX_3_validation,FOODS_3_090,FOODS_3,FOODS,TX_3,TX,d_1656,63,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.48
FOODS_3_252_TX_2_validation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_1656,51,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.58
FOODS_3_586_TX_1_validation,FOODS_3_586,FOODS_3,FOODS,TX_1,TX,d_1656,53,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.68
FOODS_3_226_WI_3_validation,FOODS_3_226,FOODS_3,FOODS,WI_3,WI,d_1656,59,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.68
FOODS_3_555_TX_2_validation,FOODS_3_555,FOODS_3,FOODS,TX_2,TX,d_1656,23,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.68
FOODS_3_090_TX_1_validation,FOODS_3_090,FOODS_3,FOODS,TX_1,TX,d_1656,30,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.48
FOODS_3_120_CA_3_validation,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,d_1656,112,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,4.98
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_1656,66,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.68
FOODS_3_252_TX_3_validation,FOODS_3_252,FOODS_3,FOODS,TX_3,TX,d_1656,40,2015-08-11,11528,Tuesday,8,2015,,,0,1,1,1.58
HOBBIES_1_234_CA_3_validation,HOBBIES_1_234,HOBBIES_1,HOBBIES,CA_3,CA,d_1657,17,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.3
HOBBIES_1_348_CA_1_validation,HOBBIES_1_348,HOBBIES_1,HOBBIES,CA_1,CA,d_1657,12,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.48
HOBBIES_1_371_CA_1_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,CA_1,CA,d_1657,33,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.48
HOBBIES_1_254_CA_3_validation,HOBBIES_1_254,HOBBIES_1,HOBBIES,CA_3,CA,d_1657,2,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.7
HOBBIES_1_371_CA_3_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,CA_3,CA,d_1657,4,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.48
HOBBIES_1_348_CA_3_validation,HOBBIES_1_348,HOBBIES_1,HOBBIES,CA_3,CA,d_1657,9,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.48
HOBBIES_1_268_CA_1_validation,HOBBIES_1_268,HOBBIES_1,HOBBIES,CA_1,CA,d_1657,4,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.48
HOBBIES_1_341_CA_3_validation,HOBBIES_1_341,HOBBIES_1,HOBBIES,CA_3,CA,d_1657,3,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.48
HOBBIES_1_015_CA_3_validation,HOBBIES_1_015,HOBBIES_1,HOBBIES,CA_3,CA,d_1657,6,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.7
HOBBIES_1_268_CA_3_validation,HOBBIES_1_268,HOBBIES_1,HOBBIES,CA_3,CA,d_1657,4,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.48
HOBBIES_1_008_CA_3_validation,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_3,CA,d_1657,9,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.48
HOBBIES_1_178_CA_1_validation,HOBBIES_1_178,HOBBIES_1,HOBBIES,CA_1,CA,d_1657,4,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.48
HOBBIES_1_256_CA_1_validation,HOBBIES_1_256,HOBBIES_1,HOBBIES,CA_1,CA,d_1657,12,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.48
HOBBIES_1_254_CA_1_validation,HOBBIES_1_254,HOBBIES_1,HOBBIES,CA_1,CA,d_1657,15,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.7
HOBBIES_1_233_CA_3_validation,HOBBIES_1_233,HOBBIES_1,HOBBIES,CA_3,CA,d_1657,13,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.7
HOBBIES_1_370_CA_1_validation,HOBBIES_1_370,HOBBIES_1,HOBBIES,CA_1,CA,d_1657,0,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.48
HOUSEHOLD_1_118_CA_3_validation,HOUSEHOLD_1_118,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_1657,51,2015-08-12,11528,Wednesday,8,2015,,,0,1,1,0.97
