Date,total_sales,total_customers,open_stores,promo_stores,year,month,day_of_week,avg_sales_per_store
2014-02-13,6180416,753399,1113,0,2014,2,4,5552.93441150045
2014-02-14,7086640,840906,1114,0,2014,2,5,6361.436265709156
2014-02-15,6293698,718465,1114,0,2014,2,6,5649.6391382405745
2014-02-16,190158,34894,17,0,2014,2,7,11185.764705882353
2014-02-17,10675316,1052877,1114,1115,2014,2,1,9582.868940754039
2014-02-18,8708285,908533,1114,1115,2014,2,2,7817.131956912029
2014-02-19,7855918,837033,1114,1115,2014,2,3,7051.9910233393175
2014-02-20,7738889,852829,1114,1115,2014,2,4,6946.938061041293
2014-02-21,7862313,856205,1115,1115,2014,2,5,7051.401793721973
2014-02-22,6123882,708749,1114,0,2014,2,6,5497.201077199282
2014-02-23,185005,34851,18,0,2014,2,7,10278.055555555555
2014-02-24,6036002,770839,1114,0,2014,2,1,5418.314183123878
2014-02-25,5697449,725970,1114,0,2014,2,2,5114.406642728904
2014-02-26,5960448,740172,1114,0,2014,2,3,5350.491921005386
2014-02-27,6006428,726638,1113,0,2014,2,4,5396.610961365678
2014-02-28,7874307,878227,1114,0,2014,2,5,7068.498204667863
2014-03-01,7088957,781917,1115,0,2014,3,6,6357.808968609866
2014-03-02,225564,39452,19,0,2014,3,7,11871.78947368421
2014-03-03,10254710,980471,1084,1115,2014,3,1,9460.064575645756
2014-03-04,9211960,937072,1112,1115,2014,3,2,8284.136690647481
2014-03-05,8802968,915031,1115,1115,2014,3,3,7895.038565022422
2014-03-06,8444592,908176,1115,1115,2014,3,4,7573.625112107623
2014-03-07,8486290,923220,1115,1115,2014,3,5,7611.0224215246635
2014-03-08,6075937,715477,1115,0,2014,3,6,5449.270852017938
2014-03-09,187110,37147,20,0,2014,3,7,9355.5
2014-03-10,6204784,778982,1112,0,2014,3,1,5579.841726618705
2014-03-11,5906003,740799,1112,0,2014,3,2,5311.153776978417
2014-03-12,5795093,723583,1113,0,2014,3,3,5206.732255166217
2014-03-13,5898902,733410,1111,0,2014,3,4,5309.542754275428
2014-03-14,6447567,777216,1111,0,2014,3,5,5803.390639063907
2014-03-15,6310072,704305,1111,0,2014,3,6,5679.632763276328
2014-03-16,213125,38502,27,0,2014,3,7,7893.518518518518
2014-03-17,10311703,1024867,1111,1115,2014,3,1,9281.460846084608
2014-03-18,8426401,881600,1112,1115,2014,3,2,7577.698741007194
2014-03-19,7849900,843215,1112,1115,2014,3,3,7059.262589928057
2014-03-20,7179418,814730,1111,1115,2014,3,4,6462.122412241224
2014-03-21,7681649,838189,1111,1115,2014,3,5,6914.175517551756
2014-03-22,6176931,705202,1109,0,2014,3,6,5569.820559062218
2014-03-23,217517,39261,30,0,2014,3,7,7250.566666666667
2014-03-24,6506590,779249,1109,0,2014,3,1,5867.078449053201
2014-03-25,5909575,725439,1109,0,2014,3,2,5328.742110009017
2014-03-26,5840946,706845,1110,0,2014,3,3,5262.113513513514
2014-03-27,6024721,729455,1110,0,2014,3,4,5427.676576576577
2014-03-28,6822072,792762,1111,0,2014,3,5,6140.478847884789
2014-03-29,6248819,707761,1112,0,2014,3,6,5619.4415467625895
2014-03-30,207045,38245,30,0,2014,3,7,6901.5
2014-03-31,12062933,1125153,1114,1115,2014,3,1,10828.485637342908
2014-04-01,9114237,946518,1114,1115,2014,4,2,8181.541292639138
2014-04-02,8314447,884087,1113,1115,2014,4,3,7470.302785265049
2014-04-03,8215262,886014,1113,1115,2014,4,4,7381.187780772686
2014-04-04,8575005,914152,1114,1115,2014,4,5,7697.4910233393175
2014-04-05,6560749,731475,1114,0,2014,4,6,5889.361759425494
2014-04-06,223163,39945,32,0,2014,4,7,6973.84375
2014-04-07,6624706,808791,1114,0,2014,4,1,5946.773788150808
2014-04-08,6248167,746392,1114,0,2014,4,2,5608.76750448833
2014-04-09,6410230,764528,1114,0,2014,4,3,5754.245960502693
2014-04-10,6524511,779628,1115,0,2014,4,4,5851.57937219731
2014-04-11,6910251,813960,1115,0,2014,4,5,6197.534529147982
2014-04-12,6388099,726704,1115,0,2014,4,6,5729.236771300449
2014-04-13,241475,42162,31,0,2014,4,7,7789.5161290322585
2014-04-14,11683139,1089929,1115,1115,2014,4,1,10478.151569506726
2014-04-15,10668363,1041972,1115,1115,2014,4,2,9568.038565022422
2014-04-16,10024850,1024616,1115,1115,2014,4,3,8990.896860986548
2014-04-17,10357418,1109623,1115,1115,2014,4,4,9289.164125560537
2014-04-18,222365,38237,17,1115,2014,4,5,13080.29411764706
2014-04-19,8428009,948290,1115,0,2014,4,6,7558.752466367713
2014-04-20,186799,35030,32,0,2014,4,7,5837.46875
2014-04-21,240988,43421,32,0,2014,4,1,7530.875
2014-04-22,6971756,850700,1114,0,2014,4,2,6258.308797127469
2014-04-23,5997676,745429,1114,0,2014,4,3,5383.910233393178
2014-04-24,6039156,747952,1114,0,2014,4,4,5421.145421903052
2014-04-25,6219955,760617,1114,0,2014,4,5,5583.4425493716335
2014-04-26,5968493,687942,1114,0,2014,4,6,5357.713644524237
2014-04-27,219630,39223,32,0,2014,4,7,6863.4375
2014-04-28,10667908,1046696,1114,1115,2014,4,1,9576.219030520646
2014-04-29,9457130,953790,1115,1115,2014,4,2,8481.730941704036
2014-04-30,10841040,1097830,1115,1115,2014,4,3,9722.905829596413
2014-05-01,238077,39554,20,1115,2014,5,4,11903.85
2014-05-02,11310699,1141048,1114,1115,2014,5,5,10153.230700179533
2014-05-03,6850332,771104,1114,0,2014,5,6,6149.310592459605
2014-05-04,227506,40401,33,0,2014,5,7,6894.121212121212
2014-05-05,10797063,1067972,1115,1115,2014,5,1,9683.464573991032
2014-05-06,9073871,933440,1115,1115,2014,5,2,8138.000896860986
2014-05-07,8451824,878000,1114,1115,2014,5,3,7586.915619389587
2014-05-08,8356504,886932,1114,1115,2014,5,4,7501.350089766607
2014-05-09,8722646,928988,1114,1115,2014,5,5,7830.023339317774
2014-05-10,6828031,775352,1114,0,2014,5,6,6129.291741472172
2014-05-11,242817,41961,32,0,2014,5,7,7588.03125
2014-05-12,6383523,780714,1114,0,2014,5,1,5730.271992818672
2014-05-13,6128627,751507,1114,0,2014,5,2,5501.4605026929985
2014-05-14,6141038,744235,1114,0,2014,5,3,5512.601436265709
2014-05-15,6252912,759575,1114,0,2014,5,4,5613.026929982047
2014-05-16,6515173,784919,1114,0,2014,5,5,5848.449730700179
2014-05-17,6052688,700008,1114,0,2014,5,6,5433.292639138241
2014-05-18,234786,42078,32,0,2014,5,7,7337.0625
2014-05-19,10104320,1007594,1114,1115,2014,5,1,9070.305206463196
2014-05-20,8264365,883301,1113,1115,2014,5,2,7425.3054806828395
2014-05-21,7727052,839270,1113,1115,2014,5,3,6942.544474393531
2014-05-22,7517793,833380,1113,1115,2014,5,4,6754.530997304582
2014-05-23,8177009,875454,1113,1115,2014,5,5,7346.81850853549
2014-05-24,6130815,702044,1113,0,2014,5,6,5508.369272237197
2014-05-25,224097,41751,32,0,2014,5,7,7003.03125
2014-05-26,6489410,780164,1113,0,2014,5,1,5830.557053009883
2014-05-27,6286135,734810,1113,0,2014,5,2,5647.920035938904
2014-05-28,7944392,887635,1113,0,2014,5,3,7137.81850853549
2014-05-29,292254,46904,31,0,2014,5,4,9427.548387096775
2014-05-30,9846892,1043166,1113,0,2014,5,5,8847.162623539982
2014-05-31,6880606,762489,1112,0,2014,5,6,6187.595323741008
2014-06-01,264670,45153,33,0,2014,6,7,8020.30303030303
2014-06-02,11662688,1107845,1112,1115,2014,6,1,10488.028776978417
2014-06-03,9598519,966071,1112,1115,2014,6,2,8631.761690647481
2014-06-04,8807342,902840,1113,1115,2014,6,3,7913.1554357592095
2014-06-05,8812312,914456,1113,1115,2014,6,4,7917.6208445642405
2014-06-06,8857173,950044,1113,1115,2014,6,5,7957.9272237196765
2014-06-07,6731210,772417,1113,0,2014,6,6,6047.807726864331
2014-06-08,275989,50042,32,0,2014,6,7,8624.65625
2014-06-09,288181,52481,34,0,2014,6,1,8475.911764705883
2014-06-10,7416071,862173,1113,0,2014,6,2,6663.136567834681
2014-06-11,6688764,778255,1113,0,2014,6,3,6009.67115902965
2014-06-12,6939204,814557,1113,0,2014,6,4,6234.684636118598
2014-06-13,7068339,815619,1113,0,2014,6,5,6350.708894878706
2014-06-14,6574173,730605,1113,0,2014,6,6,5906.714285714285
2014-06-15,238273,41605,32,0,2014,6,7,7446.03125
2014-06-16,10692037,1026601,1113,1115,2014,6,1,9606.502246181492
2014-06-17,9295150,946295,1113,1115,2014,6,2,8351.437556154537
2014-06-18,9059505,953404,1113,1115,2014,6,3,8139.7169811320755
2014-06-19,3307766,386276,429,1115,2014,6,4,7710.410256410257
2014-06-20,9683407,1005406,1113,1115,2014,6,5,8700.275831087152
2014-06-21,6065789,700770,1113,0,2014,6,6,5449.9451931716085
2014-06-22,230668,41392,32,0,2014,6,7,7208.375
2014-06-23,6604967,802029,1112,0,2014,6,1,5939.718525179856
2014-06-24,6040970,742058,1111,0,2014,6,2,5437.4167416741675
2014-06-25,5977803,718558,1111,0,2014,6,3,5380.560756075608
2014-06-26,5802491,706020,1111,0,2014,6,4,5222.7641764176415
2014-06-27,6910940,798397,1112,0,2014,6,5,6214.874100719425
2014-06-28,6586535,716868,1112,0,2014,6,6,5923.142985611511
2014-06-29,257513,42236,32,0,2014,6,7,8047.28125
2014-06-30,13308602,1189439,1112,1115,2014,6,1,11968.16726618705
2014-07-01,8240050,849874,933,935,2014,7,2,8831.779206859594
2014-07-02,7708595,812232,932,935,2014,7,3,8271.024678111587
2014-07-03,7204662,795167,932,935,2014,7,4,7730.324034334764
2014-07-04,6518718,738258,931,935,2014,7,5,7001.845327604726
2014-07-05,5377184,611223,932,0,2014,7,6,5769.510729613734
2014-07-06,241423,44139,31,0,2014,7,7,7787.8387096774195
2014-07-07,6059587,733291,932,0,2014,7,1,6501.7027896995705
2014-07-08,5119383,613274,932,0,2014,7,2,5492.900214592275
2014-07-09,4959489,594373,932,0,2014,7,3,5321.340128755365
2014-07-10,5729302,694278,932,0,2014,7,4,6147.3197424892705
2014-07-11,5791635,691330,932,0,2014,7,5,6214.200643776824
2014-07-12,5329624,606010,929,0,2014,7,6,5736.947255113025
2014-07-13,268130,44688,31,0,2014,7,7,8649.354838709678
2014-07-14,8607714,844792,927,935,2014,7,1,9285.559870550162
2014-07-15,7684994,788768,927,935,2014,7,2,8290.176914778856
2014-07-16,7177840,758629,927,935,2014,7,3,7743.085221143474
2014-07-17,6837176,745735,927,935,2014,7,4,7375.594390507012
2014-07-18,6647315,735098,927,935,2014,7,5,7170.782092772384
2014-07-19,4689269,552395,927,0,2014,7,6,5058.542610571737
2014-07-20,248092,44706,31,0,2014,7,7,8002.967741935484
2014-07-21,5690785,670245,927,0,2014,7,1,6138.926645091694
2014-07-22,5274595,643305,927,0,2014,7,2,5689.962243797196
2014-07-23,5068787,618345,929,0,2014,7,3,5456.175457481163
2014-07-24,5179026,627028,930,0,2014,7,4,5568.845161290323
2014-07-25,5493418,651507,931,0,2014,7,5,5900.556390977444
2014-07-26,4887412,568168,931,0,2014,7,6,5249.636949516649
2014-07-27,244638,44035,31,0,2014,7,7,7891.548387096775
2014-07-28,8536879,834087,931,935,2014,7,1,9169.580021482278
2014-07-29,7323566,748017,931,935,2014,7,2,7866.343716433942
2014-07-30,7468663,757515,931,935,2014,7,3,8022.194414607949
2014-07-31,8284756,838786,930,935,2014,7,4,8908.339784946236
2014-08-01,7544719,802329,932,935,2014,8,5,8095.192060085837
2014-08-02,5300445,603325,932,0,2014,8,6,5687.172746781116
2014-08-03,273058,46410,31,0,2014,8,7,8808.322580645161
2014-08-04,9062750,888967,932,935,2014,8,1,9723.980686695279
2014-08-05,7530345,788799,932,935,2014,8,2,8079.769313304721
2014-08-06,6709611,728267,932,935,2014,8,3,7199.153433476395
2014-08-07,6772684,742333,932,935,2014,8,4,7266.828326180257
2014-08-08,6571862,728811,933,935,2014,8,5,7043.796355841372
2014-08-09,4938926,576746,933,0,2014,8,6,5293.596998928188
2014-08-10,249646,43391,31,0,2014,8,7,8053.096774193548
2014-08-11,5850906,707753,933,0,2014,8,1,6271.067524115756
2014-08-12,5281785,648622,933,0,2014,8,2,5661.077170418006
2014-08-13,5149918,629234,933,0,2014,8,3,5519.74062165059
2014-08-14,5395023,652227,933,0,2014,8,4,5782.4469453376205
2014-08-15,5595129,662797,934,0,2014,8,5,5990.502141327624
2014-08-16,5021534,583129,934,0,2014,8,6,5376.374732334047
2014-08-17,255808,43116,31,0,2014,8,7,8251.870967741936
2014-08-18,9250961,903752,934,935,2014,8,1,9904.669164882227
2014-08-19,7698449,800967,934,935,2014,8,2,8242.450749464668
2014-08-20,7022798,758733,934,935,2014,8,3,7519.055674518201
2014-08-21,6616202,738275,934,935,2014,8,4,7083.728051391863
2014-08-22,6638319,740207,931,935,2014,8,5,7130.310418904404
2014-08-23,4958030,588340,930,0,2014,8,6,5331.215053763441
2014-08-24,248837,42329,31,0,2014,8,7,8027.0
2014-08-25,5750763,709524,931,0,2014,8,1,6176.974221267455
2014-08-26,5056366,630404,931,0,2014,8,2,5431.112781954887
2014-08-27,5167298,646420,930,0,2014,8,3,5556.23440860215
2014-08-28,5355611,657559,930,0,2014,8,4,5758.721505376344
2014-08-29,6562758,746394,928,0,2014,8,5,7071.9375
2014-08-30,5643050,633056,928,0,2014,8,6,6080.872844827586
2014-08-31,274884,44235,31,0,2014,8,7,8867.225806451614
2014-09-01,9737203,950038,928,935,2014,9,1,10492.675646551725
2014-09-02,7854744,816602,929,935,2014,9,2,8455.052744886976
2014-09-03,7170145,764960,929,935,2014,9,3,7718.132400430571
2014-09-04,6799830,750398,928,935,2014,9,4,7327.4030172413795
2014-09-05,6908744,764486,930,935,2014,9,5,7428.756989247312
2014-09-06,5010762,596300,930,0,2014,9,6,5387.916129032258
2014-09-07,228115,40338,31,0,2014,9,7,7358.548387096775
2014-09-08,5655302,702725,930,0,2014,9,1,6080.969892473118
2014-09-09,5259862,655524,929,0,2014,9,2,5661.853606027987
2014-09-10,5220667,644590,931,0,2014,9,3,5607.590762620838
2014-09-11,5288519,655480,932,0,2014,9,4,5674.37660944206
2014-09-12,5479788,663022,932,0,2014,9,5,5879.600858369099
2014-09-13,5134569,600531,932,0,2014,9,6,5509.194206008584
2014-09-14,243543,41672,31,0,2014,9,7,7856.225806451613
2014-09-15,8724338,879241,932,935,2014,9,1,9360.877682403434
2014-09-16,7191134,773733,932,935,2014,9,2,7715.809012875537
2014-09-17,6513743,723242,932,935,2014,9,3,6988.994635193133
2014-09-18,6397477,721411,932,935,2014,9,4,6864.245708154506
2014-09-19,6550530,740984,932,935,2014,9,5,7028.465665236052
2014-09-20,4915671,589198,933,0,2014,9,6,5268.672025723473
2014-09-21,242302,41461,31,0,2014,9,7,7816.193548387097
2014-09-22,5277645,662419,934,0,2014,9,1,5650.583511777302
2014-09-23,4977122,637445,933,0,2014,9,2,5334.5359056806
2014-09-24,4805992,609887,934,0,2014,9,3,5145.6017130620985
2014-09-25,4969583,627718,934,0,2014,9,4,5320.752676659529
2014-09-26,5320736,651404,934,0,2014,9,5,5696.719486081371
2014-09-27,4975386,589743,934,0,2014,9,6,5326.96573875803
2014-09-28,220642,39230,32,0,2014,9,7,6895.0625
2014-09-29,8548286,856532,934,935,2014,9,1,9152.340471092077
2014-09-30,8893788,877635,934,935,2014,9,2,9522.256959314775
2014-10-01,7702334,813279,935,935,2014,10,3,8237.790374331551
2014-10-02,8155792,889705,934,935,2014,10,4,8732.111349036402
2014-10-03,307988,51331,39,935,2014,10,5,7897.128205128205
2014-10-04,6426083,726851,934,0,2014,10,6,6880.174518201285
2014-10-05,225796,39187,30,0,2014,10,7,7526.533333333334
2014-10-06,9028634,903887,935,935,2014,10,1,9656.293048128342
2014-10-07,7332784,763609,935,935,2014,10,2,7842.549732620321
2014-10-08,6869767,732067,934,935,2014,10,3,7355.210920770878
2014-10-09,6816808,750548,935,935,2014,10,4,7290.703743315508
2014-10-10,7047404,777828,935,935,2014,10,5,7537.330481283422
2014-10-11,5190193,608743,935,0,2014,10,6,5551.008556149733
2014-10-12,240423,40268,30,0,2014,10,7,8014.1
2014-10-13,5445980,678351,935,0,2014,10,1,5824.577540106952
2014-10-14,5213744,656183,935,0,2014,10,2,5576.19679144385
2014-10-15,5110401,632354,935,0,2014,10,3,5465.669518716578
2014-10-16,5179446,639641,935,0,2014,10,4,5539.514438502674
2014-10-17,5449686,668947,935,0,2014,10,5,5828.541176470589
2014-10-18,4945733,585152,935,0,2014,10,6,5289.554010695188
2014-10-19,204991,35357,30,0,2014,10,7,6833.033333333334
2014-10-20,8078830,841553,935,935,2014,10,1,8640.459893048128
2014-10-21,6677374,719784,935,935,2014,10,2,7141.576470588236
2014-10-22,6129832,673288,935,935,2014,10,3,6555.970053475936
2014-10-23,6463607,734282,935,935,2014,10,4,6912.948663101604
2014-10-24,6523289,747373,935,935,2014,10,5,6976.779679144385
2014-10-25,4894704,583760,935,0,2014,10,6,5234.977540106952
2014-10-26,219359,38947,30,0,2014,10,7,7311.966666666666
2014-10-27,5508341,684089,935,0,2014,10,1,5891.273796791444
2014-10-28,5163755,640927,934,0,2014,10,2,5528.645610278372
2014-10-29,5285015,636348,935,0,2014,10,3,5652.422459893048
2014-10-30,6271893,734111,935,0,2014,10,4,6707.906951871658
2014-10-31,6106412,707142,772,0,2014,10,5,7909.860103626943
2014-11-01,3522395,405668,542,0,2014,11,6,6498.883763837638
2014-11-02,213741,38010,17,0,2014,11,7,12573.0
2014-11-03,9953793,958343,935,935,2014,11,1,10645.767914438502
2014-11-04,8181287,829606,935,935,2014,11,2,8750.039572192514
2014-11-05,7493001,777506,935,935,2014,11,3,8013.904812834225
2014-11-06,7184058,765939,935,935,2014,11,4,7683.484491978609
2014-11-07,7298281,779203,935,935,2014,11,5,7805.648128342246
2014-11-08,5629423,640974,935,0,2014,11,6,6020.773262032086
2014-11-09,177774,31403,17,0,2014,11,7,10457.29411764706
2014-11-10,8095306,840079,935,935,2014,11,1,8658.08128342246
2014-11-11,7083145,759736,935,935,2014,11,2,7575.556149732621
2014-11-12,6686356,724061,935,935,2014,11,3,7151.182887700535
2014-11-13,6750180,741568,935,935,2014,11,4,7219.443850267379
2014-11-14,7064885,770203,935,935,2014,11,5,7556.026737967914
2014-11-15,5576429,632085,935,0,2014,11,6,5964.095187165775
2014-11-16,203453,35060,16,0,2014,11,7,12715.8125
2014-11-17,5849735,709733,935,0,2014,11,1,6256.401069518716
2014-11-18,5367537,648585,935,0,2014,11,2,5740.68128342246
2014-11-19,4888765,592324,860,0,2014,11,3,5684.610465116279
2014-11-20,5575878,668680,934,0,2014,11,4,5969.89079229122
2014-11-21,5816514,688304,935,0,2014,11,5,6220.870588235294
2014-11-22,5522528,629622,935,0,2014,11,6,5906.447058823529
2014-11-23,198298,35099,16,0,2014,11,7,12393.625
2014-11-24,9020315,890119,935,935,2014,11,1,9647.395721925133
2014-11-25,7868758,806156,935,935,2014,11,2,8415.783957219252
2014-11-26,7518283,771840,935,935,2014,11,3,8040.944385026738
2014-11-27,7867510,803771,935,935,2014,11,4,8414.449197860962
2014-11-28,9172722,905259,935,935,2014,11,5,9810.397860962566
2014-11-29,7305547,768690,935,0,2014,11,6,7813.419251336898
2014-11-30,242056,38606,17,0,2014,11,7,14238.588235294117
2014-12-01,10276971,965344,935,935,2014,12,1,10991.412834224599
2014-12-02,8843822,865867,935,935,2014,12,2,9458.633155080213
2014-12-03,8258019,812638,935,935,2014,12,3,8832.105882352942
2014-12-04,8554042,847660,935,935,2014,12,4,9148.708021390374
2014-12-05,9801856,962959,935,935,2014,12,5,10483.268449197862
2014-12-06,6479401,722727,935,0,2014,12,6,6929.84064171123
2014-12-07,196469,34630,16,0,2014,12,7,12279.3125
2014-12-08,6560015,756799,935,0,2014,12,1,7016.058823529412
2014-12-09,6329729,727050,935,0,2014,12,2,6769.763636363637
2014-12-10,5909802,669779,935,0,2014,12,3,6320.64385026738
2014-12-11,6156944,695007,935,0,2014,12,4,6584.966844919786
2014-12-12,6501211,713276,935,0,2014,12,5,6953.166844919786
2014-12-13,6779226,732197,935,0,2014,12,6,7250.509090909091
2014-12-14,218670,36629,16,0,2014,12,7,13666.875
2014-12-15,12133381,1054956,935,935,2014,12,1,12976.87807486631
2014-12-16,10621060,981596,935,935,2014,12,2,11359.422459893049
2014-12-17,9483386,891212,935,935,2014,12,3,10142.658823529411
2014-12-18,9808212,962561,935,935,2014,12,4,10490.066310160428
2014-12-19,9518489,931008,935,935,2014,12,5,10180.202139037434
2014-12-20,7956411,817362,935,0,2014,12,6,8509.530481283422
2014-12-21,259248,40226,27,0,2014,12,7,9601.777777777777
2014-12-22,11007641,1130014,935,0,2014,12,1,11772.87807486631
2014-12-23,10712124,1130310,935,0,2014,12,2,11456.817112299464
2014-12-24,4612716,499900,935,0,2014,12,3,4933.386096256684
2014-12-25,155386,24451,16,0,2014,12,4,9711.625
2014-12-26,205238,32180,19,0,2014,12,5,10802.0
2014-12-27,5710292,654005,935,0,2014,12,6,6107.264171122994
2014-12-28,218071,35244,23,0,2014,12,7,9481.347826086956
2014-12-29,7291426,800123,935,0,2014,12,1,7798.316577540107
2014-12-30,7665743,830067,935,0,2014,12,2,8198.655614973262
2014-12-31,3895591,442847,935,0,2014,12,3,4166.407486631016
2015-01-01,130162,23049,18,0,2015,1,4,7231.222222222223
2015-01-02,7561431,833452,1115,0,2015,1,5,6781.552466367713
2015-01-03,6150311,674126,1115,0,2015,1,6,5515.97399103139
2015-01-04,197193,33860,22,0,2015,1,7,8963.318181818182
2015-01-05,11303805,1086836,1115,1115,2015,1,1,10137.941704035875
2015-01-06,6791481,705935,809,1115,2015,1,2,8394.908529048207
2015-01-07,8621857,875379,1115,1115,2015,1,3,7732.607174887892
2015-01-08,7646645,787890,1115,1115,2015,1,4,6857.9775784753365
2015-01-09,7945387,817211,1115,1115,2015,1,5,7125.907623318386
2015-01-10,6277742,679177,1115,0,2015,1,6,5630.261883408071
2015-01-11,183367,31872,17,0,2015,1,7,10786.29411764706
2015-01-12,9840664,960598,1115,1115,2015,1,1,8825.707623318385
2015-01-13,8538569,877468,1115,1115,2015,1,2,7657.909417040359
2015-01-14,7881690,816263,1115,1115,2015,1,3,7068.780269058296
2015-01-15,7774935,818837,1115,1115,2015,1,4,6973.035874439462
2015-01-16,8456148,896671,1115,1115,2015,1,5,7583.989237668162
2015-01-17,6525692,722888,1115,0,2015,1,6,5852.638565022422
2015-01-18,195778,33854,17,0,2015,1,7,11516.35294117647
2015-01-19,6386391,774440,1114,0,2015,1,1,5732.846499102334
2015-01-20,5744162,703317,1114,0,2015,1,2,5156.339317773788
2015-01-21,5882045,707483,1114,0,2015,1,3,5280.112208258528
2015-01-22,5933913,710747,1114,0,2015,1,4,5326.672351885099
2015-01-23,6326166,741005,1114,0,2015,1,5,5678.784560143627
2015-01-24,5811369,641657,1114,0,2015,1,6,5216.668761220826
2015-01-25,179028,31891,17,0,2015,1,7,10531.058823529413
2015-01-26,9401803,921416,1114,1115,2015,1,1,8439.679533213644
2015-01-27,8392342,861505,1114,1115,2015,1,2,7533.520646319569
2015-01-28,7930037,811962,1114,1115,2015,1,3,7118.52513464991
2015-01-29,8024066,823397,1114,1115,2015,1,4,7202.931777378815
2015-01-30,9454954,934354,1114,1115,2015,1,5,8487.391382405745
2015-01-31,7354597,771941,1114,0,2015,1,6,6601.972172351885
2015-02-01,225556,37415,18,0,2015,2,7,12530.888888888889
2015-02-02,10291172,1008221,1114,1115,2015,2,1,9238.035906642728
2015-02-03,8904680,908273,1114,1115,2015,2,2,7993.42908438061
2015-02-04,8136074,846539,1113,1115,2015,2,3,7310.03953279425
2015-02-05,7973916,845035,1114,1115,2015,2,4,7157.91382405745
2015-02-06,8439787,883368,1115,1115,2015,2,5,7569.315695067265
2015-02-07,6594669,722983,1115,0,2015,2,6,5914.50134529148
2015-02-08,208209,36064,17,0,2015,2,7,12247.588235294117
2015-02-09,6477197,770619,1115,0,2015,2,1,5809.145291479821
2015-02-10,6345089,760174,1115,0,2015,2,2,5690.662780269058
2015-02-11,6393495,763412,1115,0,2015,2,3,5734.076233183857
2015-02-12,6151076,734474,1114,0,2015,2,4,5521.612208258528
2015-02-13,7212357,831087,1115,0,2015,2,5,6468.481614349776
2015-02-14,6701361,746789,1115,0,2015,2,6,6010.189237668162
2015-02-15,217257,38100,18,0,2015,2,7,12069.833333333334
2015-02-16,9321996,886399,1083,1115,2015,2,1,8607.56786703601
2015-02-17,8299474,838296,1111,1115,2015,2,2,7470.273627362736
2015-02-18,8058390,839000,1112,1115,2015,2,3,7246.753597122302
2015-02-19,8031173,851005,1113,1115,2015,2,4,7215.788858939803
2015-02-20,8094451,856296,1113,1115,2015,2,5,7272.642407906559
2015-02-21,6290922,700363,1113,0,2015,2,6,5652.22102425876
2015-02-22,199419,35335,17,0,2015,2,7,11730.529411764706
2015-02-23,5984980,719140,1113,0,2015,2,1,5377.340521114106
2015-02-24,6021986,728587,1113,0,2015,2,2,5410.58939802336
2015-02-25,6028364,720287,1113,0,2015,2,3,5416.319856244385
2015-02-26,6471718,754534,1113,0,2015,2,4,5814.661275831088
2015-02-27,7778945,835001,1113,0,2015,2,5,6989.1689128481585
2015-02-28,7421745,784585,1113,0,2015,2,6,6668.234501347709
2015-03-01,228942,38174,19,0,2015,3,7,12049.578947368422
2015-03-02,10933146,1038703,1113,1115,2015,3,1,9823.132075471698
2015-03-03,9234921,924885,1113,1115,2015,3,2,8297.32345013477
2015-03-04,8421680,862366,1113,1115,2015,3,3,7566.648697214735
2015-03-05,8263354,872720,1113,1115,2015,3,4,7424.397124887691
2015-03-06,8504508,899465,1113,1115,2015,3,5,7641.067385444744
2015-03-07,6565020,731761,1113,0,2015,3,6,5898.490566037736
2015-03-08,201341,37580,20,0,2015,3,7,10067.05
2015-03-09,6765029,795201,1113,0,2015,3,1,6078.193171608266
2015-03-10,6211021,735968,1113,0,2015,3,2,5580.432165318958
2015-03-11,6272025,736261,1112,0,2015,3,3,5640.310251798561
2015-03-12,6376255,748692,1112,0,2015,3,4,5734.042266187051
2015-03-13,6942094,784087,1112,0,2015,3,5,6242.890287769784
2015-03-14,6625997,712331,1113,0,2015,3,6,5953.276729559749
2015-03-15,244505,40284,30,0,2015,3,7,8150.166666666667
2015-03-16,10877344,1046420,1113,1115,2015,3,1,9772.995507637017
2015-03-17,8792886,907259,1113,1115,2015,3,2,7900.167115902965
2015-03-18,7993269,844906,1112,1115,2015,3,3,7188.1915467625895
2015-03-19,8073881,857612,1113,1115,2015,3,4,7254.160826594789
2015-03-20,8291098,873548,1114,1115,2015,3,5,7442.637342908438
2015-03-21,6398094,696550,1113,0,2015,3,6,5748.512129380054
2015-03-22,235852,40320,31,0,2015,3,7,7608.129032258064
2015-03-23,6788834,798640,1114,0,2015,3,1,6094.1059245960505
2015-03-24,6226359,741073,1114,0,2015,3,2,5589.191202872531
2015-03-25,6073784,718390,1114,0,2015,3,3,5452.229802513465
2015-03-26,6362734,736748,1115,0,2015,3,4,5706.487892376682
2015-03-27,7078009,786578,1115,0,2015,3,5,6347.990134529148
2015-03-28,6829093,733408,1115,0,2015,3,6,6124.747085201794
2015-03-29,226242,37299,32,0,2015,3,7,7070.0625
2015-03-30,12371453,1064757,1115,1115,2015,3,1,11095.473542600897
2015-03-31,11222913,967655,1115,1115,2015,3,2,10065.392825112107
2015-04-01,11102030,1032568,1115,1115,2015,4,3,9956.977578475336
2015-04-02,11400447,1119146,1115,1115,2015,4,4,10224.616143497758
2015-04-03,242473,39490,17,1115,2015,4,5,14263.117647058823
2015-04-04,9366558,985462,1115,0,2015,4,6,8400.500448430494
2015-04-05,217211,36928,32,0,2015,4,7,6787.84375
