Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,total_sales,total_customers,avg_daily_sales,avg_daily_customers,operating_days
234,d,a,4370.0,,,0,,,,8625334,798258,11072.315789473685,1024.721437740693,779
235,a,a,5710.0,3.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",4635585,391382,5935.44814340589,501.12932138284253,781
236,a,a,1000.0,11.0,2007.0,0,,,,5581738,677994,7119.563775510204,864.7882653061224,784
237,a,a,1420.0,11.0,2007.0,0,,,,3556217,450589,4535.991071428572,574.7308673469388,784
238,a,a,320.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",5868876,843640,7661.718015665796,1101.3577023498694,766
239,d,c,610.0,,,0,,,,3950473,367741,5071.210526315789,472.0680359435173,779
240,a,a,1110.0,5.0,2009.0,0,,,,3772636,360447,4812.035714285715,459.75382653061223,784
241,d,c,780.0,,,0,,,,5128334,548976,6583.227214377407,704.7188703465982,779
242,d,a,6880.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3196707,285726,4093.0947503201023,365.84635083226635,781
243,a,a,310.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",4407146,594010,7074.07062600321,953.4670947030497,623
244,d,a,710.0,3.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",4106186,420927,5271.098844672657,540.3427471116817,779
245,a,c,1310.0,,,0,,,,6949075,797211,8897.663252240716,1020.7567221510883,781
246,c,a,4660.0,4.0,2013.0,0,,,,5551547,734843,7081.054846938776,937.2997448979592,784
247,d,c,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",6698411,534178,8576.710627400767,683.966709346991,781
248,a,c,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",6555942,872228,8362.170918367347,1112.5357142857142,784
249,d,c,18010.0,9.0,2014.0,0,,,,4144086,421584,5285.823979591837,537.734693877551,784
250,d,a,3520.0,,,1,18.0,2012.0,"Feb,May,Aug,Nov",6615557,513850,8470.623559539052,657.9385403329065,781
251,a,c,340.0,,,0,,,,14896870,1908934,19123.068035943517,2450.4929396662387,779
252,d,c,22330.0,,,1,5.0,2010.0,"Feb,May,Aug,Nov",8269484,630702,10615.512195121952,809.630295250321,779
253,a,c,250.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",4476698,538066,5746.724005134788,690.7137355584082,779
254,d,a,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",2341661,201507,3005.9833119383825,258.6739409499358,779
255,c,c,4630.0,3.0,2011.0,1,35.0,2011.0,"Feb,May,Aug,Nov",4885211,498843,6271.130937098845,640.3632862644416,779
256,a,c,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",7630314,967823,9832.87886597938,1247.194587628866,776
257,a,a,420.0,12.0,2012.0,0,,,,4183099,495496,5335.585459183673,632.0102040816327,784
258,a,a,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",3509384,307197,5642.096463022508,493.88585209003213,622
259,b,b,210.0,,,0,,,,10851871,2210980,11643.638412017168,2372.296137339056,932
260,a,a,540.0,10.0,2011.0,0,,,,5143038,714576,6559.997448979592,911.4489795918367,784
261,d,c,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct",9828244,739220,12616.487804878048,948.9345314505777,779
262,b,a,1180.0,5.0,2013.0,0,,,,19516842,3204694,20718.51592356688,3402.0106157112527,942
263,a,c,1140.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2306075,221342,3707.516077170418,355.85530546623795,622
264,a,a,180.0,3.0,2014.0,0,,,,5512491,727234,7234.240157480315,954.3753280839895,762
265,a,a,4580.0,,,1,14.0,2015.0,"Jan,Apr,Jul,Oct",3859812,392036,4954.829268292683,503.25545571245186,779
266,a,c,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",3424011,414483,4389.757692307692,531.3884615384616,780
267,c,a,2460.0,1.0,2012.0,0,,,,7282702,881620,9289.160714285714,1124.515306122449,784
268,a,a,4520.0,2.0,2014.0,0,,,,3826840,468855,4881.173469387755,598.0293367346939,784
269,a,c,60.0,6.0,2015.0,0,,,,7281084,959027,9346.706033376124,1231.1001283697049,779
270,a,a,1450.0,7.0,2014.0,0,,,,7284633,944773,9291.623724489797,1205.0676020408164,784
271,a,a,420.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6116519,617651,7841.691025641026,791.8602564102564,780
272,a,a,16180.0,7.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",4871343,491687,6237.314980793854,629.5608194622279,781
273,a,c,8480.0,,,0,,,,5499466,548145,7059.648267008986,703.6521181001284,779
274,b,b,3640.0,,,1,10.0,2013.0,"Jan,Apr,Jul,Oct",3794012,925235,4070.8283261802576,992.7414163090128,932
275,d,a,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",4630070,466063,7443.842443729904,749.2974276527331,622
276,a,a,2960.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",3191132,406340,4091.1948717948717,520.9487179487179,780
277,d,c,7840.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov",4008491,332923,6444.519292604502,535.2459807073955,622
278,a,c,9260.0,2.0,2010.0,0,,,,5599459,621398,7142.1670918367345,792.5994897959183,784
279,d,c,2320.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct",5532919,415873,8881.08988764045,667.5329052969503,623
280,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",4869839,404863,6267.489060489061,521.0592020592021,777
281,d,c,6970.0,9.0,2011.0,0,,,,4594724,430929,5860.617346938776,549.6543367346939,784
282,a,a,1220.0,12.0,2010.0,0,,,,3456330,502531,4408.584183673469,640.983418367347,784
283,a,a,2260.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",4425007,446799,7114.1591639871385,718.3263665594856,622
284,d,a,1290.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3367042,279858,5413.250803858521,449.93247588424435,622
285,a,a,2410.0,,,0,,,,4025996,367256,5154.924455825864,470.2381562099872,781
286,a,a,1460.0,4.0,2015.0,0,,,,3838772,335325,4927.8202824133505,430.45571245186136,779
287,c,a,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",5070793,509417,8152.400321543409,818.9983922829582,622
288,d,a,800.0,,,1,14.0,2011.0,"Mar,Jun,Sept,Dec",3499206,262806,5625.733118971061,422.5176848874598,622
289,d,a,6540.0,12.0,2007.0,0,,,,4936879,432447,6321.227912932139,553.7093469910371,781
290,a,a,4150.0,5.0,2001.0,0,,,,5464029,531828,7014.1578947368425,682.7060333761233,779
291,d,a,,,,0,,,,6257971,655473,8023.039743589744,840.35,780
292,a,a,1100.0,6.0,2009.0,0,,,,4422953,541196,5774.090078328982,706.5221932114882,766
293,c,c,140.0,11.0,2007.0,0,,,,4899830,638439,6257.765006385696,815.3754789272031,783
294,a,a,3150.0,5.0,2005.0,0,,,,4506589,598265,5770.280409731114,766.0243277848912,781
295,a,a,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",4106780,521352,5285.4311454311455,670.980694980695,777
296,a,a,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov",5438463,589505,6963.460947503201,754.8079385403329,781
297,a,a,2300.0,9.0,2010.0,0,,,,5432839,559386,6992.070785070785,719.9305019305019,777
298,d,a,19840.0,7.0,2009.0,0,,,,5223940,429979,8398.617363344052,691.2845659163987,622
299,d,c,38630.0,9.0,2012.0,0,,,,5499540,602255,6235.306122448979,682.8287981859411,882
300,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",5534680,687137,7077.595907928388,878.6918158567775,782
301,a,c,4510.0,3.0,2015.0,0,,,,4342138,467376,5538.441326530612,596.1428571428571,784
302,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2922724,252528,3742.2842509603074,323.3393085787452,781
303,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",4740126,516285,6180.086049543676,673.122555410691,767
304,a,a,1950.0,7.0,2015.0,0,,,,5541079,827856,7067.702806122449,1055.938775510204,784
305,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",4176274,396325,5347.341869398208,507.4583866837388,781
306,a,a,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2717435,291021,4368.86655948553,467.87942122186496,622
307,a,a,18660.0,9.0,2002.0,0,,,,2114322,240704,2703.7365728900254,307.8056265984655,782
308,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",7183229,720753,9353.162760416666,938.48046875,768
309,d,a,8740.0,,,1,37.0,2009.0,"Feb,May,Aug,Nov",5430658,460414,6971.319640564827,591.0320924261874,779
310,a,c,2290.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec",7388018,627604,8236.363433667782,699.670011148272,897
311,a,c,680.0,7.0,2005.0,0,,,,5184737,616333,6638.587708066581,789.1587708066581,781
312,d,a,11300.0,3.0,2012.0,0,,,,4348731,420688,5568.157490396927,538.6530089628682,781
313,d,c,14160.0,,,0,,,,5533037,552885,7075.494884910486,707.0140664961637,782
314,a,a,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov",4002280,445010,5137.715019255455,571.2580231065468,779
315,a,c,38710.0,4.0,2013.0,0,,,,3333890,352465,4252.410714285715,449.57270408163265,784
316,d,a,9000.0,8.0,2001.0,0,,,,7677532,702532,9855.62516046213,901.8382541720154,779
317,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3346040,360336,5379.4855305466235,579.3183279742765,622
318,d,c,32330.0,3.0,2014.0,0,,,,5871619,513822,7527.716666666666,658.7461538461539,780
319,a,c,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec",6105068,661449,7787.076530612245,843.6849489795918,784
320,a,c,210.0,9.0,2012.0,0,,,,11630218,1617489,14834.461734693878,2063.123724489796,784
321,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",4647488,456662,5958.317948717949,585.4641025641025,780
322,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",3926557,428432,5021.1726342711,547.8670076726343,782
323,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",5737615,483870,7365.359435173299,621.1424903722722,779
324,a,a,13140.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",4436629,562953,5687.985897435898,721.7346153846154,780
325,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov",5051539,524314,6484.645699614891,673.0603337612323,779
326,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",3901936,326200,5008.903722721438,418.74197689345317,779
327,c,c,1390.0,12.0,2004.0,0,,,,6012573,723138,7728.242930591259,929.4832904884319,778
328,a,a,3130.0,7.0,2002.0,0,,,,3452551,405391,4432.029525032092,520.3992297817715,779
329,a,a,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",5385006,483386,6912.716302952504,620.5211810012837,779
330,a,c,370.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec",3245811,348645,4166.6379974326055,447.5545571245186,779
331,a,c,670.0,,,1,14.0,2015.0,"Jan,Apr,Jul,Oct",4799307,638940,6160.85622593068,820.2053915275994,779
332,a,a,1840.0,3.0,2006.0,0,,,,2908282,391168,3728.5666666666666,501.4974358974359,780
333,a,c,3720.0,2.0,2010.0,0,,,,7662181,993414,9773.190051020409,1267.109693877551,784
334,d,c,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec",4228712,437907,5428.385109114249,562.1399229781772,779
335,b,a,90.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct",12541731,2246936,13313.93949044586,2385.2823779193204,942
336,a,a,190.0,7.0,2014.0,0,,,,10850316,1529043,13910.661538461538,1960.3115384615385,780
337,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",3943779,299850,5049.653008962868,383.93085787451986,781
338,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",5637222,487915,7217.95390524968,624.7311139564661,781
339,a,c,2280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec",3881031,513596,5133.638888888889,679.3597883597884,756
340,a,c,8080.0,,,0,,,,5084744,560590,6485.642857142857,715.0382653061224,784
341,a,a,190.0,9.0,2011.0,0,,,,4293485,584355,5511.534017971759,750.1347881899871,779
342,d,c,15770.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",6895670,527685,11104.138486312399,849.7342995169082,621
343,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",5608306,546982,7199.365853658536,702.1591784338896,779
344,a,c,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6649189,893298,8481.108418367347,1139.4107142857142,784
345,a,a,120.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2836062,307503,4559.585209003216,494.37781350482317,622
346,a,c,8090.0,,,0,,,,5320960,482745,6830.500641848524,619.6983311938383,779
347,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",3732856,300454,4804.190476190476,386.68468468468467,777
348,a,a,16490.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",5255376,439128,8802.97487437186,735.5577889447236,597
349,c,c,1490.0,4.0,2009.0,0,,,,5711451,580713,8159.215714285714,829.59,700
350,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5477257,413472,7013.133162612035,529.4135723431498,781
351,a,a,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",4710510,404164,6046.867779204108,518.8241335044929,779
352,d,c,6360.0,,,1,40.0,2012.0,"Mar,Jun,Sept,Dec",5246710,499372,6692.232142857143,636.954081632653,784
353,b,b,900.0,,,1,14.0,2013.0,"Feb,May,Aug,Nov",5255773,1349510,5645.298603651987,1449.5273899033298,931
354,d,c,1500.0,10.0,2005.0,0,,,,6536263,549547,8390.581514762516,705.4518613607189,779
355,a,c,9720.0,8.0,2013.0,0,,,,7172668,863704,9148.811224489797,1101.6632653061224,784
356,d,c,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov",4443882,338618,5719.281853281854,435.8018018018018,777
357,a,a,2060.0,10.0,2008.0,0,,,,5986921,781188,7795.470052083333,1017.171875,768
358,a,a,2890.0,10.0,2003.0,0,,,,8028461,874499,10306.111681643133,1122.591784338896,779
359,d,c,4370.0,,,0,,,,5337128,476709,6851.255455712452,611.9499358151476,779
360,a,a,2040.0,6.0,2007.0,0,,,,5437400,593128,6935.459183673469,756.5408163265306,784
361,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",4888169,497502,6266.883333333333,637.8230769230769,780
362,c,c,340.0,,,0,,,,7323168,898633,9376.65556978233,1150.6184379001281,781
363,a,a,250.0,9.0,2009.0,0,,,,5593213,734675,7134.2002551020405,937.0854591836735,784
364,a,c,13620.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec",3510451,437640,4553.114137483787,567.6264591439689,771
365,c,a,2410.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",3378609,364655,5440.594202898551,587.2061191626409,621
366,d,c,6470.0,12.0,2004.0,0,,,,4833475,468724,6196.76282051282,600.9282051282051,780
367,d,c,2640.0,9.0,2012.0,0,,,,4119323,425547,5254.238520408163,542.7895408163265,784
368,d,c,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",7526231,553908,9686.268983268983,712.8803088803089,777
369,d,c,5870.0,4.0,2014.0,0,,,,5354973,450860,6856.559539052497,577.2855313700384,781
370,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",5959072,495158,7649.643132220795,635.6328626444159,779
371,d,c,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov",5380900,425185,6889.756722151088,544.4110115236875,781
372,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",6844455,591494,8786.206675224646,759.2991014120668,779
373,d,c,11120.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",3520201,245955,4530.5032175032175,316.5444015444015,777
374,a,a,1150.0,9.0,2007.0,0,,,,5495584,650513,7009.673469387755,829.7359693877551,784
375,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",7148220,592001,9164.384615384615,758.975641025641,780
376,a,a,160.0,8.0,2012.0,0,,,,6548133,735270,8460.12015503876,949.9612403100775,774
377,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",6129725,760021,7818.526785714285,969.4145408163265,784
378,a,c,2140.0,8.0,2012.0,0,,,,4927020,755752,6324.801026957638,970.1566110397946,779
379,d,a,6630.0,,,0,,,,3059341,366551,3902.220663265306,467.5395408163265,784
380,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",11261676,1075375,14456.580231065469,1380.4557124518615,779
381,a,a,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",7021213,752849,9001.555128205127,965.1910256410256,780
382,c,c,26130.0,11.0,2002.0,0,,,,6228961,507968,7985.847435897436,651.2410256410257,780
383,a,c,350.0,,,0,,,,13489879,1720249,17294.716666666667,2205.4474358974358,780
384,a,c,130.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6937572,781105,8871.575447570332,998.8554987212276,782
385,d,a,4580.0,9.0,2007.0,0,,,,4570779,407132,7348.519292604502,654.5530546623794,622
386,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",6255013,502764,8029.541720154044,645.3966623876765,779
387,c,a,210.0,,,1,36.0,2013.0,"Mar,Jun,Sept,Dec",7171744,915984,9362.590078328982,1195.8015665796345,766
388,a,a,2260.0,,,0,,,,7990920,854131,10257.920410783056,1096.4454428754814,779
389,a,c,6690.0,8.0,2011.0,0,,,,8104523,992082,10337.401785714286,1265.4107142857142,784
390,a,c,1600.0,4.0,2009.0,0,,,,9023552,832564,11568.65641025641,1067.3897435897436,780
391,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",4392619,530324,5719.555989583333,690.5260416666666,768
392,a,a,2120.0,,,0,,,,5670675,559386,7279.428754813864,718.0821566110397,779
393,d,c,4820.0,3.0,2008.0,0,,,,4598489,457473,5903.06675224647,587.2567394094993,779
394,d,a,10850.0,,,0,,,,6523885,516922,8353.245838668374,661.8719590268886,781
395,a,a,3620.0,2.0,2013.0,0,,,,3107536,404811,3989.1347881899874,519.6546854942234,779
396,a,c,23130.0,,,0,,,,7973232,840769,10222.092307692308,1077.9089743589743,780
397,a,c,130.0,,,1,27.0,2013.0,"Feb,May,Aug,Nov",4342834,584418,5574.883183568678,750.2156611039794,779
398,c,c,1540.0,,,1,1.0,2012.0,"Jan,Apr,Jul,Oct",4309274,481859,5496.522959183673,614.6160714285714,784
399,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",3457604,351419,5558.84887459807,564.9823151125402,622
400,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6839152,938908,8745.718670076727,1200.6496163682864,782
401,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",5480695,504539,7026.532051282052,646.8448717948718,780
402,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",4569233,480033,5857.991025641026,615.4269230769231,780
403,a,a,4970.0,7.0,2015.0,0,,,,5817980,573879,7468.523748395379,736.6867779204108,779
404,a,c,1420.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec",3631985,433625,4785.223978919631,571.3109354413702,759
405,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3521625,379921,4520.699614890886,487.70346598202826,779
406,d,c,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov",4760515,369296,6111.059050064185,474.06418485237486,779
407,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov",2417555,195715,3886.744372990354,314.65434083601286,622
408,c,a,1560.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",3673481,361353,4727.774774774774,465.0617760617761,777
409,d,c,840.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",4316867,424611,5527.358514724712,543.6760563380282,781
410,c,a,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",5019781,624920,6443.878048780488,802.2079589216945,779
411,d,c,8460.0,,,0,,,,7133158,547362,9133.364916773367,700.8476312419974,781
412,d,c,4460.0,,,1,39.0,2010.0,"Jan,Apr,Jul,Oct",5661520,401013,9102.122186495177,644.7154340836013,622
413,a,c,760.0,9.0,2014.0,0,,,,4390211,553592,7058.2170418006435,890.0192926045016,622
414,d,c,6210.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",5020250,378114,6427.97695262484,484.14084507042253,781
415,d,c,6910.0,4.0,2005.0,0,,,,4863171,406599,6234.834615384615,521.2807692307692,780
416,a,c,4650.0,6.0,2014.0,0,,,,8633413,1096337,11012.00637755102,1398.3890306122448,784
417,a,c,840.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct",5946326,626318,7633.281129653402,804.002567394095,779
418,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov",4094061,428005,5275.851804123711,551.5528350515464,776
419,c,a,1620.0,9.0,2009.0,0,,,,4163948,668016,5311.158163265306,852.0612244897959,784
420,d,c,250.0,,,1,27.0,2012.0,"Jan,Apr,Jul,Oct",2824092,250784,4540.3408360128615,403.1897106109325,622
421,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",7517189,795282,9588.251275510203,1014.390306122449,784
422,a,c,2880.0,,,0,,,,3574303,364186,4559.059948979592,464.5229591836735,784
423,b,a,1270.0,5.0,2014.0,0,,,,10200356,1776735,10828.403397027601,1886.1305732484077,942
424,d,c,1250.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",5395164,602495,6925.756097560976,773.421052631579,779
425,d,c,1460.0,,,0,,,,2512424,337080,3237.659793814433,434.3814432989691,776
426,a,a,250.0,,,0,,,,3948281,493761,5068.396662387677,633.839537869063,779
427,a,c,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",4761741,480391,7643.243980738363,771.0930979133226,623
428,d,a,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",3910828,327530,6287.5048231511255,526.5755627009646,622
429,d,c,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",3309752,267103,5321.144694533762,429.4260450160772,622
430,d,c,12870.0,10.0,2008.0,0,,,,5369397,435346,8632.471061093247,699.9131832797427,622
431,d,c,4520.0,,,0,,,,7419918,780912,9524.926829268292,1002.4544287548139,779
432,a,a,810.0,5.0,2013.0,0,,,,8610571,1218907,10982.871173469388,1554.7283163265306,784
433,a,c,30030.0,11.0,2010.0,0,,,,4621066,530762,5360.865429234339,615.7331786542924,862
434,a,a,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",6160800,461312,9904.823151125402,741.6591639871383,622
435,a,a,910.0,,,0,,,,2553322,299263,3277.6919127086007,384.1630295250321,779
436,d,a,2300.0,,,0,,,,4297398,481058,5509.484615384616,616.7410256410257,780
437,c,c,430.0,,,1,50.0,2010.0,"Jan,Apr,Jul,Oct",5746040,567017,7366.717948717948,726.9448717948718,780
438,d,c,1110.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct",4019904,408975,5153.723076923077,524.3269230769231,780
439,a,a,1350.0,9.0,2009.0,0,,,,5719235,693947,7294.942602040816,885.1364795918367,784
440,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",4006273,457624,5156.078507078507,588.9626769626769,777
441,d,a,2530.0,,,0,,,,4929786,545030,6328.351732991014,699.6534017971759,779
442,c,a,500.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",3402587,358458,4379.133848133848,461.33590733590734,777
443,d,a,11400.0,12.0,2005.0,0,,,,4095855,381307,5251.096153846154,488.8551282051282,780
444,c,a,1700.0,11.0,2009.0,0,,,,9470625,1105765,12188.706563706564,1423.1209781209782,777
445,a,a,240.0,,,0,,,,6673717,1052928,8600.150773195875,1356.8659793814434,776
446,a,a,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov",3842157,494709,4932.165596919127,635.0564826700898,779
447,a,c,1510.0,9.0,2013.0,0,,,,4161176,485603,5307.622448979592,619.391581632653,784
448,a,c,3970.0,9.0,2009.0,0,,,,6609087,577957,8484.065468549423,741.9216944801027,779
449,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",8789176,1198781,11253.74647887324,1534.93085787452,781
450,c,a,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",6830229,846853,8790.513513513513,1089.900900900901,777
451,a,a,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",4248112,358216,5439.3239436619715,458.66325224071704,781
452,a,c,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov",4037476,375007,5149.841836734694,478.32525510204084,784
453,a,c,75860.0,,,0,,,,6896821,811228,7775.446448703495,914.5749718151071,887
454,a,a,26450.0,,,0,,,,4519416,551135,5794.123076923077,706.5833333333334,780
455,d,c,7660.0,9.0,2010.0,0,,,,5727571,359933,7371.391248391248,463.23423423423424,777
456,a,c,140.0,,,0,,,,4822447,697454,6190.5609756097565,895.3196405648267,779
457,d,c,13140.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct",3010824,269133,4840.5530546623795,432.6897106109325,622
458,c,a,3390.0,,,0,,,,5921634,548787,7582.117797695262,702.6722151088348,781
459,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",7194572,886078,9176.75,1130.2015306122448,784
460,a,a,34050.0,4.0,2008.0,0,,,,2914087,269319,3736.0089743589742,345.28076923076924,780
461,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",3759643,370263,4838.66537966538,476.5289575289575,777
462,a,a,44320.0,8.0,2008.0,0,,,,3769419,472848,4832.588461538461,606.2153846153847,780
463,a,a,4160.0,,,0,,,,4747749,755184,6094.671373555841,969.4274711168164,779
464,c,a,520.0,3.0,2009.0,0,,,,8343864,1023585,10642.683673469388,1305.593112244898,784
465,d,c,10890.0,4.0,2005.0,0,,,,6062752,472261,7762.806658130602,604.6875800256082,781
466,a,c,3110.0,3.0,2003.0,0,,,,6007933,588740,7712.365853658536,755.7637997432606,779
467,a,c,20390.0,4.0,2008.0,0,,,,10501035,1257034,13480.147625160462,1613.6508344030808,779
468,c,c,5260.0,9.0,2012.0,0,,,,5229014,591594,6669.660714285715,754.5841836734694,784
